Trading Partner,Total Trade ($M),RtW (%),Exports ($M),RtW (%).1,Imports ($M),RtW (%).2,Net Exports ($M),Exports Ticker,Imports Ticker,country,year
Iceland,130.62,0.02,69.17,0.03,61.46,0.02,7.71,176D1184 Index,184D1176 Index,Spain,2015
"Congo, Democratic Republic",129.99,0.02,60.87,0.02,69.13,0.02,-8.26,636D1184 Index,184D1636 Index,Spain,2015
Nicaragua,129.46,0.02,65.56,0.02,63.89,0.02,1.67,278D1184 Index,184D1278 Index,Spain,2015
Burkina Faso,121.76,0.02,114.66,0.04,7.1,0.0,107.55,748D1184 Index,184D1748 Index,Spain,2015
Sri Lanka,120.65,0.02,41.69,0.02,78.96,0.03,-37.27,524D1184 Index,184D1524 Index,Spain,2015
Bosnia and Herzegovina,119.26,0.02,87.13,0.03,32.12,0.01,55.01,963D1184 Index,184D1963 Index,Spain,2015
Madagascar,110.7,0.02,36.91,0.01,73.8,0.02,-36.89,674D1184 Index,184D1674 Index,Spain,2015
Papua New Guinea,110.33,0.02,2.8,0.0,107.53,0.03,-104.74,853D1184 Index,184D1853 Index,Spain,2015
Seychelles,103.69,0.02,80.23,0.03,23.45,0.01,56.78,718D1184 Index,184D1718 Index,Spain,2015
New Caledonia,90.54,0.02,43.76,0.02,46.78,0.02,-3.02,839D1184 Index,184D1839 Index,Spain,2015
Cape Verde,90.3,0.02,44.02,0.02,46.28,0.01,-2.26,624D1184 Index,184D1624 Index,Spain,2015
Turkmenistan,83.39,0.01,22.75,0.01,60.64,0.02,-37.89,925D1184 Index,184D1925 Index,Spain,2015
Jamaica,80.61,0.01,80.11,0.03,0.5,0.0,79.61,343D1184 Index,184D1343 Index,Spain,2015
Myanmar,80.24,0.01,8.46,0.0,71.78,0.02,-63.32,518D1184 Index,184D1518 Index,Spain,2015
Uzbekistan,75.94,0.01,73.39,0.03,2.55,0.0,70.84,927D1184 Index,184D1927 Index,Spain,2015
Togo,73.69,0.01,67.05,0.02,6.63,0.0,60.42,742D1184 Index,184D1742 Index,Spain,2015
Liberia,68.07,0.01,46.97,0.02,21.1,0.01,25.87,668D1184 Index,184D1668 Index,Spain,2015
Armenia,63.79,0.01,26.73,0.01,37.06,0.01,-10.34,911D1184 Index,184D1911 Index,Spain,2015
Moldova,63.47,0.01,44.77,0.02,18.7,0.01,26.07,921D1184 Index,184D1921 Index,Spain,2015
Tanzania,58.13,0.01,31.67,0.01,26.46,0.01,5.21,738D1184 Index,184D1738 Index,Spain,2015
Macau,54.23,0.01,50.58,0.02,3.64,0.0,46.94,546D1184 Index,184D1546 Index,Spain,2015
Uganda,53.78,0.01,16.1,0.01,37.68,0.01,-21.58,746D1184 Index,184D1746 Index,Spain,2015
Mali,41.14,0.01,39.46,0.01,1.68,0.0,37.78,678D1184 Index,184D1678 Index,Spain,2015
Syria,38.79,0.01,27.75,0.01,11.04,0.0,16.7,463D1184 Index,184D1463 Index,Spain,2015
Maldives,36.28,0.01,32.95,0.01,3.33,0.0,29.63,556D1184 Index,184D1556 Index,Spain,2015
Montenegro,35.41,0.01,35.05,0.01,0.36,0.0,34.69,943D1184 Index,184D1943 Index,Spain,2015
Zimbabwe,30.35,0.01,1.58,0.0,28.77,0.01,-27.19,698D1184 Index,184D1698 Index,Spain,2015
Sudan,29.72,0.01,28.57,0.01,1.15,0.0,27.43,732D1184 Index,184D1732 Index,Spain,2015
Haiti,26.75,0.0,21.59,0.01,5.16,0.0,16.43,263D1184 Index,184D1263 Index,Spain,2015
Malawi,16.89,0.0,8.25,0.0,8.65,0.0,-0.4,676D1184 Index,184D1676 Index,Spain,2015
Aruba,16.64,0.0,15.89,0.01,0.74,0.0,15.15,314D1184 Index,184D1314 Index,Spain,2015
Gambia,15.23,0.0,13.33,0.0,1.9,0.0,11.42,648D1184 Index,184D1648 Index,Spain,2015
Belize,14.56,0.0,4.45,0.0,10.11,0.0,-5.65,339D1184 Index,184D1339 Index,Spain,2015
Niger,13.58,0.0,10.86,0.0,2.72,0.0,8.14,692D1184 Index,184D1692 Index,Spain,2015
Barbados,11.89,0.0,9.79,0.0,2.1,0.0,7.69,316D1184 Index,184D1316 Index,Spain,2015
Faeroe Islands,11.35,0.0,4.85,0.0,6.5,0.0,-1.65,816D1184 Index,184D1816 Index,Spain,2015
Nepal,11.14,0.0,7.72,0.0,3.42,0.0,4.3,558D1184 Index,184D1558 Index,Spain,2015
Kyrgyzstan,11.13,0.0,9.78,0.0,1.35,0.0,8.44,917D1184 Index,184D1917 Index,Spain,2015
Chad,10.87,0.0,10.3,0.0,0.58,0.0,9.72,628D1184 Index,184D1628 Index,Spain,2015
Laos,9.01,0.0,1.09,0.0,7.92,0.0,-6.84,544D1184 Index,184D1544 Index,Spain,2015
Suriname,8.7,0.0,5.63,0.0,3.07,0.0,2.55,366D1184 Index,184D1366 Index,Spain,2015
Peoples Democratic Republic of Yemen,8.58,0.0,6.7,0.0,1.88,0.0,4.82,474D1184 Index,184D1474 Index,Spain,2015
Mongolia,8.53,0.0,8.22,0.0,0.31,0.0,7.9,948D1184 Index,184D1948 Index,Spain,2015
Somalia,8.29,0.0,7.25,0.0,1.04,0.0,6.22,726D1184 Index,184D1726 Index,Spain,2015
Guyana,8.23,0.0,1.62,0.0,6.6,0.0,-4.98,336D1184 Index,184D1336 Index,Spain,2015
Bahamas,7.79,0.0,6.21,0.0,1.58,0.0,4.64,313D1184 Index,184D1313 Index,Spain,2015
Sierra Leone,7.2,0.0,7.14,0.0,0.06,0.0,7.08,724D1184 Index,184D1724 Index,Spain,2015
Rwanda,6.9,0.0,6.79,0.0,0.11,0.0,6.68,714D1184 Index,184D1714 Index,Spain,2015
Bermuda,5.65,0.0,4.79,0.0,0.86,0.0,3.93,319D1184 Index,184D1319 Index,Spain,2015
Djibouti,5.38,0.0,0.94,0.0,4.45,0.0,-3.51,611D1184 Index,184D1611 Index,Spain,2015
Sao Tome & Principe,4.7,0.0,2.9,0.0,1.8,0.0,1.1,716D1184 Index,184D1716 Index,Spain,2015
Afghanistan,4.48,0.0,2.39,0.0,2.09,0.0,0.3,512D1184 Index,184D1512 Index,Spain,2015
Brunei Darussalam,4.4,0.0,4.38,0.0,0.02,0.0,4.36,516D1184 Index,184D1516 Index,Spain,2015
Central African Rep.,3.02,0.0,2.59,0.0,0.43,0.0,2.16,626D1184 Index,184D1626 Index,Spain,2015
Fiji,2.79,0.0,0.67,0.0,2.12,0.0,-1.45,819D1184 Index,184D1819 Index,Spain,2015
Solomon Islands,2.54,0.0,0.03,0.0,2.5,0.0,-2.47,813D1184 Index,184D1813 Index,Spain,2015
Tajikistan,2.4,0.0,2.39,0.0,0.0,0.0,2.39,923D1184 Index,184D1923 Index,Spain,2015
Guinea-Bissau,2.13,0.0,1.95,0.0,0.18,0.0,1.77,654D1184 Index,184D1654 Index,Spain,2015
Greenland,1.28,0.0,1.28,0.0,0.0,0.0,1.27,326D1184 Index,184D1326 Index,Spain,2015
St. Lucia,0.97,0.0,0.97,0.0,0.0,0.0,0.97,362D1184 Index,184D1362 Index,Spain,2015
Burundi,0.96,0.0,0.73,0.0,0.23,0.0,0.5,618D1184 Index,184D1618 Index,Spain,2015
Comoros,0.89,0.0,0.55,0.0,0.34,0.0,0.21,632D1184 Index,184D1632 Index,Spain,2015
North Korea,0.8,0.0,0.29,0.0,0.51,0.0,-0.22,954D1184 Index,184D1954 Index,Spain,2015
St. Vincent & Grens.,0.45,0.0,0.32,0.0,0.13,0.0,0.19,364I1184 Index,184D1364 Index,Spain,2015
Grenada,0.24,0.0,0.24,0.0,0.0,0.0,0.23,328D1184 Index,184D1328 Index,Spain,2015
Samoa,0.1,0.0,0.01,0.0,0.09,0.0,-0.08,862D1184 Index,184D1862 Index,Spain,2015
Vanuatu,0.08,0.0,0.01,0.0,0.07,0.0,-0.05,846D1184 Index,184D1846 Index,Spain,2015
Dominica,0.07,0.0,0.07,0.0,0.0,0.0,0.07,321D1184 Index,184D1321 Index,Spain,2015
Tonga,0.01,0.0,0.01,0.0,0.0,0.0,0.01,866D1184 Index,184D1866 Index,Spain,2015
Netherlands Antilles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353D1184 Index,184D1353 Index,Spain,2015
European Union,336960.0,57.58,158245.0,57.69,178715.0,57.48,-20470.0,998D1184 Index,184D1998 Index,Spain,2016
France,78211.1,13.36,40238.9,14.67,37972.2,12.21,2266.7,132D1184 Index,184D1132 Index,Spain,2016
Germany,76516.2,13.08,30888.2,11.26,45628.0,14.68,-14739.8,134D1184 Index,184D1134 Index,Spain,2016
Italy,42830.9,7.32,21931.0,8.0,20899.9,6.72,1031.1,136D1184 Index,184D1136 Index,Spain,2016
Portugal,35016.3,5.98,22509.7,8.21,12506.6,4.02,10003.1,182D1184 Index,184D1182 Index,Spain,2016
United Kingdom,34819.6,5.95,21178.9,7.72,13640.7,4.39,7538.2,112D1184 Index,184D1112 Index,Spain,2016
China,28239.17,4.83,6200.37,2.26,22038.8,7.09,-15838.43,924D1184 Index,184D1924 Index,Spain,2016
United States,25149.5,4.3,13467.9,4.91,11681.6,3.76,1786.3,111D1184 Index,184D1111 Index,Spain,2016
Netherlands,24850.59,4.25,8739.59,3.19,16111.0,5.18,-7371.41,138D1184 Index,184D1138 Index,Spain,2016
Belgium,19552.08,3.34,9014.08,3.29,10538.0,3.39,-1523.92,124D1184 Index,184D1124 Index,Spain,2016
Morocco,12714.52,2.17,6548.47,2.39,6166.05,1.98,382.42,686D1184 Index,184D1686 Index,Spain,2016
Turkey,11233.2,1.92,5800.68,2.11,5432.52,1.75,368.16,186D1184 Index,184D1186 Index,Spain,2016
Poland,10755.43,1.84,4665.69,1.7,6089.74,1.96,-1424.05,964D1184 Index,184D1964 Index,Spain,2016
Switzerland,9261.38,1.58,5178.44,1.89,4082.94,1.31,1095.5,146D1184 Index,184D1146 Index,Spain,2016
Algeria,8596.51,1.47,3596.18,1.31,5000.33,1.61,-1404.15,612D1184 Index,184D1612 Index,Spain,2016
Mexico,8281.04,1.42,4723.62,1.72,3557.42,1.14,1166.2,273D1184 Index,184D1273 Index,Spain,2016
Czech Republic,7012.81,1.2,2338.68,0.85,4674.13,1.5,-2335.45,935D1184 Index,184D1935 Index,Spain,2016
Japan,6921.12,1.18,3690.2,1.35,3230.92,1.04,459.28,158D1184 Index,184D1158 Index,Spain,2016
Saudi Arabia,5945.24,1.02,2610.05,0.95,3335.19,1.07,-725.14,456D1184 Index,184D1456 Index,Spain,2016
Russia,5841.21,1.0,2424.9,0.88,3416.31,1.1,-991.41,922D1184 Index,184D1922 Index,Spain,2016
Brazil,5812.98,0.99,2757.58,1.01,3055.4,0.98,-297.82,223D1184 Index,184D1223 Index,Spain,2016
Ireland,5377.6,0.92,1272.8,0.46,4104.8,1.32,-2832.0,178D1184 Index,184D1178 Index,Spain,2016
India,5325.87,0.91,1727.0,0.63,3598.87,1.16,-1871.87,534D1184 Index,184D1534 Index,Spain,2016
Austria,4693.79,0.8,2214.91,0.81,2478.88,0.8,-263.97,122D1184 Index,184D1122 Index,Spain,2016
Sweden,4521.65,0.77,1892.82,0.69,2628.83,0.85,-736.01,144D1184 Index,184D1144 Index,Spain,2016
South Korea,4421.23,0.76,2023.85,0.74,2397.38,0.77,-373.53,542D1184 Index,184D1542 Index,Spain,2016
Hungary,4357.02,0.74,1602.52,0.58,2754.5,0.89,-1151.98,944D1184 Index,184D1944 Index,Spain,2016
Romania,4352.25,0.74,2035.4,0.74,2316.85,0.75,-281.45,968D1184 Index,184D1968 Index,Spain,2016
Denmark,3726.53,0.64,1399.77,0.51,2326.76,0.75,-926.99,128D1184 Index,184D1128 Index,Spain,2016
Nigeria,3621.04,0.62,141.23,0.05,3479.81,1.12,-3338.58,694D1184 Index,184D1694 Index,Spain,2016
Canada,3242.27,0.55,1912.0,0.7,1330.27,0.43,581.73,156D1184 Index,184D1156 Index,Spain,2016
Norway,3098.43,0.53,1603.1,0.58,1495.33,0.48,107.77,142D1184 Index,184D1142 Index,Spain,2016
Chile,3085.4,0.53,1551.53,0.57,1533.87,0.49,17.66,228D1184 Index,184D1228 Index,Spain,2016
Vietnam,2712.64,0.46,451.39,0.16,2261.25,0.73,-1809.86,582D1184 Index,184D1582 Index,Spain,2016
Slovakia,2703.06,0.46,904.75,0.33,1798.31,0.58,-893.56,936D1184 Index,184D1936 Index,Spain,2016
Argentina,2599.52,0.44,920.99,0.34,1678.53,0.54,-757.54,213D1184 Index,184D1213 Index,Spain,2016
Greece,2548.85,0.44,1809.69,0.66,739.16,0.24,1070.53,174D1184 Index,184D1174 Index,Spain,2016
Finland,2503.28,0.43,1232.69,0.45,1270.59,0.41,-37.9,172D1184 Index,184D1172 Index,Spain,2016
Bangladesh,2386.55,0.41,116.43,0.04,2270.12,0.73,-2153.69,513D1184 Index,184D1513 Index,Spain,2016
Israel,2346.09,0.4,1547.31,0.56,798.78,0.26,748.53,436D1184 Index,184D1436 Index,Spain,2016
South Africa,2323.96,0.4,1403.29,0.51,920.67,0.3,482.62,199D1184 Index,184D1199 Index,Spain,2016
Peru,2278.92,0.39,663.93,0.24,1614.99,0.52,-951.06,293D1184 Index,184D1293 Index,Spain,2016
Indonesia,2183.85,0.37,484.06,0.18,1699.79,0.55,-1215.73,536D1184 Index,184D1536 Index,Spain,2016
Australia,2169.64,0.37,1647.55,0.6,522.09,0.17,1125.46,193D1184 Index,184D1193 Index,Spain,2016
Colombia,2038.18,0.35,918.49,0.33,1119.69,0.36,-201.2,233D1184 Index,184D1233 Index,Spain,2016
United Arab Emirates,2003.39,0.34,1621.53,0.59,381.86,0.12,1239.67,466D1184 Index,184D1466 Index,Spain,2016
Lithuania,1859.1,0.32,539.8,0.2,1319.3,0.42,-779.5,946D1184 Index,184D1946 Index,Spain,2016
Egypt,1844.27,0.32,949.3,0.35,894.97,0.29,54.33,469D1184 Index,184D1469 Index,Spain,2016
Bulgaria,1843.77,0.32,1144.63,0.42,699.14,0.22,445.49,918D1184 Index,184D1918 Index,Spain,2016
Ukraine,1704.89,0.29,500.91,0.18,1203.98,0.39,-703.07,926D1184 Index,184D1926 Index,Spain,2016
Thailand,1620.48,0.28,626.36,0.23,994.12,0.32,-367.76,578D1184 Index,184D1578 Index,Spain,2016
Iraq,1580.91,0.27,187.51,0.07,1393.4,0.45,-1205.89,433D1184 Index,184D1433 Index,Spain,2016
Iran,1317.67,0.23,349.25,0.13,968.42,0.31,-619.17,429D1184 Index,184D1429 Index,Spain,2016
Libya,1313.6,0.22,371.82,0.14,941.78,0.3,-569.97,672D1184 Index,184D1672 Index,Spain,2016
Cuba,1251.3,0.21,1105.65,0.4,145.65,0.05,960.0,928D1184 Index,184D1928 Index,Spain,2016
Tunisia,1221.71,0.21,819.06,0.3,402.65,0.13,416.41,744D1184 Index,184D1744 Index,Spain,2016
Hong Kong,1202.01,0.21,945.32,0.34,256.69,0.08,688.63,532D1184 Index,184D1532 Index,Spain,2016
Kazakhstan,1150.39,0.2,355.36,0.13,795.03,0.26,-439.67,916D1184 Index,184D1916 Index,Spain,2016
Pakistan,1124.86,0.19,252.73,0.09,872.13,0.28,-619.41,564D1184 Index,184D1564 Index,Spain,2016
Angola,1118.77,0.19,206.05,0.08,912.71,0.29,-706.66,614D1184 Index,184D1614 Index,Spain,2016
Singapore,1096.42,0.19,810.1,0.3,286.32,0.09,523.78,576D1184 Index,184D1576 Index,Spain,2016
Malaysia,1073.63,0.18,501.78,0.18,571.85,0.18,-70.07,548D1184 Index,184D1548 Index,Spain,2016
Qatar,986.23,0.17,419.19,0.15,567.04,0.18,-147.85,453D1184 Index,184D1453 Index,Spain,2016
Slovenia,958.15,0.16,399.75,0.15,558.39,0.18,-158.64,961D1184 Index,184D1961 Index,Spain,2016
Ecuador,927.96,0.16,357.28,0.13,570.68,0.18,-213.4,248D1184 Index,184D1248 Index,Spain,2016
Luxembourg,857.05,0.15,176.69,0.06,680.36,0.22,-503.67,137D1184 Index,184D1137 Index,Spain,2016
Equatorial Guinea,851.07,0.15,276.53,0.1,574.54,0.18,-298.0,642D1184 Index,184D1642 Index,Spain,2016
Dominican Republic,752.07,0.13,642.27,0.23,109.8,0.04,532.48,243D1184 Index,184D1243 Index,Spain,2016
Croatia,651.86,0.11,441.15,0.16,210.71,0.07,230.45,960D1184 Index,184D1960 Index,Spain,2016
Cote D Ivoire,648.25,0.11,273.19,0.1,375.07,0.12,-101.88,662D1184 Index,184D1662 Index,Spain,2016
Venezuela,639.62,0.11,363.32,0.13,276.31,0.09,87.01,299D1184 Index,184D1299 Index,Spain,2016
Philippines,620.29,0.11,438.89,0.16,181.4,0.06,257.5,566D1184 Index,184D1566 Index,Spain,2016
Azerbaijan,609.8,0.1,50.24,0.02,559.55,0.18,-509.31,912D1184 Index,184D1912 Index,Spain,2016
Cambodia,582.8,0.1,11.56,0.0,571.24,0.18,-559.68,522D1184 Index,184D1522 Index,Spain,2016
Lebanon,560.68,0.1,530.71,0.19,29.97,0.01,500.74,446D1184 Index,184D1446 Index,Spain,2016
Cameroon,477.04,0.08,192.33,0.07,284.71,0.09,-92.39,622D1184 Index,184D1622 Index,Spain,2016
New Zealand,448.74,0.08,285.38,0.1,163.36,0.05,122.01,196D1184 Index,184D1196 Index,Spain,2016
Serbia,442.42,0.08,248.03,0.09,194.39,0.06,53.63,942D1184 Index,184D1942 Index,Spain,2016
Costa Rica,427.57,0.07,222.73,0.08,204.84,0.07,17.89,238D1184 Index,184D1238 Index,Spain,2016
Latvia,395.81,0.07,221.92,0.08,173.89,0.06,48.03,941D1184 Index,184D1941 Index,Spain,2016
Senegal,367.49,0.06,267.71,0.1,99.78,0.03,167.94,722D1184 Index,184D1722 Index,Spain,2016
Jordan,363.39,0.06,330.1,0.12,33.3,0.01,296.8,439D1184 Index,184D1439 Index,Spain,2016
Guatemala,357.12,0.06,264.54,0.1,92.58,0.03,171.96,258D1184 Index,184D1258 Index,Spain,2016
Uruguay,354.96,0.06,253.27,0.09,101.69,0.03,151.58,298D1184 Index,184D1298 Index,Spain,2016
Panama,328.87,0.06,274.25,0.1,54.62,0.02,219.64,283D1184 Index,184D1283 Index,Spain,2016
Malta,325.54,0.06,210.1,0.08,115.45,0.04,94.65,181D1184 Index,184D1181 Index,Spain,2016
Mauritania,290.08,0.05,83.13,0.03,206.95,0.07,-123.81,682D1184 Index,184D1682 Index,Spain,2016
Estonia,285.7,0.05,190.89,0.07,94.8,0.03,96.09,939D1184 Index,184D1939 Index,Spain,2016
Congo,285.33,0.05,225.29,0.08,60.04,0.02,165.25,634D1184 Index,184D1634 Index,Spain,2016
Paraguay,272.23,0.05,105.73,0.04,166.5,0.05,-60.77,288D1184 Index,184D1288 Index,Spain,2016
Ghana,262.27,0.04,167.09,0.06,95.18,0.03,71.91,652D1184 Index,184D1652 Index,Spain,2016
Cyprus,252.7,0.04,228.5,0.08,24.2,0.01,204.3,423D1184 Index,184D1423 Index,Spain,2016
Belarus,250.62,0.04,224.95,0.08,25.67,0.01,199.29,913D1184 Index,184D1913 Index,Spain,2016
Bolivia,243.57,0.04,126.95,0.05,116.62,0.04,10.33,218D1184 Index,184D1218 Index,Spain,2016
"Congo, Democratic Republic",238.08,0.04,57.18,0.02,180.9,0.06,-123.72,636D1184 Index,184D1636 Index,Spain,2016
Mauritius,223.06,0.04,138.91,0.05,84.15,0.03,54.75,684D1184 Index,184D1684 Index,Spain,2016
Bahrain,221.17,0.04,131.23,0.05,89.94,0.03,41.3,419D1184 Index,184D1419 Index,Spain,2016
Mozambique,214.12,0.04,33.71,0.01,180.41,0.06,-146.71,688D1184 Index,184D1688 Index,Spain,2016
Albania,186.66,0.03,102.11,0.04,84.56,0.03,17.55,914D1184 Index,184D1914 Index,Spain,2016
Gabon,184.04,0.03,40.74,0.01,143.31,0.05,-102.57,646D1184 Index,184D1646 Index,Spain,2016
Kuwait,183.83,0.03,118.86,0.04,64.97,0.02,53.89,443D1184 Index,184D1443 Index,Spain,2016
Macedonia,179.37,0.03,73.05,0.03,106.32,0.03,-33.27,962D1184 Index,184D1962 Index,Spain,2016
El Salvador,170.84,0.03,114.51,0.04,56.33,0.02,58.18,253D1184 Index,184D1253 Index,Spain,2016
Sri Lanka,164.23,0.03,77.37,0.03,86.86,0.03,-9.48,524D1184 Index,184D1524 Index,Spain,2016
Iceland,153.45,0.03,82.81,0.03,70.64,0.02,12.17,176D1184 Index,184D1176 Index,Spain,2016
Honduras,151.28,0.03,101.54,0.04,49.74,0.02,51.81,268D1184 Index,184D1268 Index,Spain,2016
Guinea,144.35,0.02,37.46,0.01,106.89,0.03,-69.42,656D1184 Index,184D1656 Index,Spain,2016
Kenya,141.49,0.02,108.69,0.04,32.8,0.01,75.89,664D1184 Index,184D1664 Index,Spain,2016
Georgia,136.53,0.02,90.11,0.03,46.42,0.01,43.7,915D1184 Index,184D1915 Index,Spain,2016
Armenia,135.5,0.02,25.32,0.01,110.18,0.04,-84.86,911D1184 Index,184D1911 Index,Spain,2016
Cape Verde,133.4,0.02,75.76,0.03,57.64,0.02,18.13,624D1184 Index,184D1624 Index,Spain,2016
Bosnia and Herzegovina,131.85,0.02,103.57,0.04,28.29,0.01,75.28,963D1184 Index,184D1963 Index,Spain,2016
Nicaragua,126.74,0.02,66.06,0.02,60.68,0.02,5.38,278D1184 Index,184D1278 Index,Spain,2016
Ethiopia,122.49,0.02,113.85,0.04,8.64,0.0,105.21,644D1184 Index,184D1644 Index,Spain,2016
Seychelles,121.2,0.02,92.31,0.03,28.89,0.01,63.41,718D1184 Index,184D1718 Index,Spain,2016
Oman,113.92,0.02,89.01,0.03,24.91,0.01,64.11,449D1184 Index,184D1449 Index,Spain,2016
Myanmar,113.61,0.02,16.61,0.01,96.99,0.03,-80.38,518D1184 Index,184D1518 Index,Spain,2016
Burkina Faso,112.84,0.02,69.21,0.03,43.63,0.01,25.58,748D1184 Index,184D1748 Index,Spain,2016
Madagascar,108.11,0.02,32.46,0.01,75.65,0.02,-43.19,674D1184 Index,184D1674 Index,Spain,2016
Papua New Guinea,90.47,0.02,1.92,0.0,88.56,0.03,-86.64,853D1184 Index,184D1853 Index,Spain,2016
Jamaica,85.82,0.01,84.64,0.03,1.19,0.0,83.45,343D1184 Index,184D1343 Index,Spain,2016
New Caledonia,85.41,0.01,43.72,0.02,41.69,0.01,2.03,839D1184 Index,184D1839 Index,Spain,2016
Mali,84.4,0.01,82.19,0.03,2.21,0.0,79.98,678D1184 Index,184D1678 Index,Spain,2016
Moldova,84.32,0.01,49.95,0.02,34.37,0.01,15.58,921D1184 Index,184D1921 Index,Spain,2016
Benin,59.17,0.01,53.14,0.02,6.02,0.0,47.12,638D1184 Index,184D1638 Index,Spain,2016
Uzbekistan,55.95,0.01,49.28,0.02,6.67,0.0,42.61,927D1184 Index,184D1927 Index,Spain,2016
Uganda,54.88,0.01,22.76,0.01,32.12,0.01,-9.35,746D1184 Index,184D1746 Index,Spain,2016
Tanzania,49.72,0.01,31.51,0.01,18.21,0.01,13.3,738D1184 Index,184D1738 Index,Spain,2016
Montenegro,49.01,0.01,48.61,0.02,0.4,0.0,48.2,943D1184 Index,184D1943 Index,Spain,2016
Syria,48.6,0.01,24.06,0.01,24.54,0.01,-0.48,463D1184 Index,184D1463 Index,Spain,2016
Macau,47.7,0.01,46.38,0.02,1.33,0.0,45.05,546D1184 Index,184D1546 Index,Spain,2016
Liberia,46.98,0.01,38.96,0.01,8.02,0.0,30.94,668D1184 Index,184D1668 Index,Spain,2016
Togo,45.55,0.01,35.98,0.01,9.57,0.0,26.4,742D1184 Index,184D1742 Index,Spain,2016
Gambia,42.4,0.01,40.85,0.01,1.55,0.0,39.31,648D1184 Index,184D1648 Index,Spain,2016
Sudan,29.95,0.01,28.95,0.01,1.0,0.0,27.95,732D1184 Index,184D1732 Index,Spain,2016
Haiti,29.09,0.0,21.74,0.01,7.35,0.0,14.38,263D1184 Index,184D1263 Index,Spain,2016
Zambia,28.88,0.0,7.08,0.0,21.79,0.01,-14.71,754D1184 Index,184D1754 Index,Spain,2016
Turkmenistan,24.95,0.0,21.32,0.01,3.63,0.0,17.69,925D1184 Index,184D1925 Index,Spain,2016
Sierra Leone,16.26,0.0,13.88,0.01,2.38,0.0,11.51,724D1184 Index,184D1724 Index,Spain,2016
Belize,15.18,0.0,1.7,0.0,13.48,0.0,-11.77,339D1184 Index,184D1339 Index,Spain,2016
Mongolia,15.03,0.0,14.41,0.01,0.62,0.0,13.8,948D1184 Index,184D1948 Index,Spain,2016
Barbados,14.68,0.0,13.13,0.0,1.56,0.0,11.57,316D1184 Index,184D1316 Index,Spain,2016
Guyana,13.66,0.0,2.06,0.0,11.6,0.0,-9.53,336D1184 Index,184D1336 Index,Spain,2016
Maldives,13.52,0.0,10.58,0.0,2.94,0.0,7.64,556D1184 Index,184D1556 Index,Spain,2016
Niger,13.51,0.0,10.71,0.0,2.8,0.0,7.91,692D1184 Index,184D1692 Index,Spain,2016
St. Lucia,13.43,0.0,13.41,0.0,0.02,0.0,13.38,362D1184 Index,184D1362 Index,Spain,2016
Peoples Democratic Republic of Yemen,13.16,0.0,10.63,0.0,2.53,0.0,8.1,474D1184 Index,184D1474 Index,Spain,2016
Aruba,12.62,0.0,12.1,0.0,0.52,0.0,11.58,314D1184 Index,184D1314 Index,Spain,2016
Somalia,11.95,0.0,11.43,0.0,0.52,0.0,10.9,726D1184 Index,184D1726 Index,Spain,2016
Bahamas,11.62,0.0,3.47,0.0,8.15,0.0,-4.68,313D1184 Index,184D1313 Index,Spain,2016
Zimbabwe,11.16,0.0,1.46,0.0,9.71,0.0,-8.25,698D1184 Index,184D1698 Index,Spain,2016
Nepal,10.57,0.0,8.04,0.0,2.53,0.0,5.52,558D1184 Index,184D1558 Index,Spain,2016
Kyrgyzstan,10.01,0.0,9.94,0.0,0.07,0.0,9.87,917D1184 Index,184D1917 Index,Spain,2016
Malawi,9.33,0.0,3.14,0.0,6.19,0.0,-3.05,676D1184 Index,184D1676 Index,Spain,2016
Faeroe Islands,8.71,0.0,5.17,0.0,3.53,0.0,1.64,816D1184 Index,184D1816 Index,Spain,2016
Djibouti,8.13,0.0,1.93,0.0,6.2,0.0,-4.27,611D1184 Index,184D1611 Index,Spain,2016
Chad,7.64,0.0,7.53,0.0,0.12,0.0,7.41,628D1184 Index,184D1628 Index,Spain,2016
Laos,6.52,0.0,2.53,0.0,3.99,0.0,-1.46,544D1184 Index,184D1544 Index,Spain,2016
Sao Tome & Principe,4.91,0.0,2.94,0.0,1.97,0.0,0.97,716D1184 Index,184D1716 Index,Spain,2016
Central African Rep.,4.42,0.0,3.74,0.0,0.68,0.0,3.06,626D1184 Index,184D1626 Index,Spain,2016
Suriname,3.98,0.0,3.27,0.0,0.7,0.0,2.57,366D1184 Index,184D1366 Index,Spain,2016
Rwanda,3.66,0.0,3.26,0.0,0.4,0.0,2.86,714D1184 Index,184D1714 Index,Spain,2016
Brunei Darussalam,3.39,0.0,2.64,0.0,0.75,0.0,1.9,516D1184 Index,184D1516 Index,Spain,2016
St. Vincent & Grens.,2.47,0.0,0.94,0.0,1.53,0.0,-0.59,364I1184 Index,184D1364 Index,Spain,2016
Solomon Islands,2.35,0.0,0.17,0.0,2.18,0.0,-2.01,813D1184 Index,184D1813 Index,Spain,2016
Afghanistan,2.26,0.0,1.85,0.0,0.41,0.0,1.45,512D1184 Index,184D1512 Index,Spain,2016
Guinea-Bissau,2.05,0.0,1.97,0.0,0.08,0.0,1.89,654D1184 Index,184D1654 Index,Spain,2016
Fiji,1.97,0.0,1.57,0.0,0.4,0.0,1.17,819D1184 Index,184D1819 Index,Spain,2016
Bermuda,1.85,0.0,1.16,0.0,0.69,0.0,0.48,319D1184 Index,184D1319 Index,Spain,2016
